,Assets,Cases,Constituency,Education,Liabilities,Name,Party
1070,0,0,NAGPUR,Post Graduate,"3,50,000",Dr. Vinod Kashiram Badole,Akhil Bhartiya Sarvadharma Samaj Party
1071,0,0,MAHASAMUND,Others,"34,00,000",Dr. Virendra Choudhary,Bhartiya Shakti Chetna Party
1072,0,0,RAIPUR,Doctorate,"2,50,000",Dr. Yogita Bajpai,Sarvodaya Bharat Party
1073,0,5,KRISHNAGIRI,Post Graduate,"6,68,17,959",Dr.A.Chellakumar,INC
1074,0,0,PARBHANI,Graduate Professional,"6,45,000",Dr.Appasaheb Onkar Kadam,Swatantra Bharat Paksha
1075,0,0,ANAKAPALLE,Graduate Professional,"1,11,39,279",Dr.Beesetti Venkata Satyavathi,YSRCP
1076,0,0,BHAVNAGAR,Graduate Professional,"36,89,036",Dr.Bharatiben Dhirubhai Shiyal,BJP
1077,0,0,VIRUDHUNAGAR,Post Graduate,"2,90,000","Dr.Dhanushkodi, M.",IND
1078,0,0,TIRUCHIRAPPALLI,Graduate Professional,0,Dr.Elangovan. V,DMDK
1079,0,0,CHEVELLA,Post Graduate,"19,70,07,553",Dr.Gaddam Ranjith Reddy,TRS
1080,0,0,HYDERABAD,10th Pass,"29,50,000",Dr.Hingolikar Susheel Raj,IND
1081,0,0,ALATHUR,Doctorate,"72,369",Dr.Jayan.C.Kuthanur,BSP
1082,0,0,BANGALORE SOUTH,Others,0,Dr.John Basco Philips,Indian Christian Front
1083,0,0,VALSAD,Graduate Professional,0,Dr.K.C.Patel,BJP
1084,0,0,TIRUVALLUR,Doctorate,0,Dr.K.Jayakumar,INC
1085,0,9,TENKASI,Post Graduate,"1,62,20,826",Dr.K.Krishnasamy,AIADMK
1086,0,0,PUDUCHERRY,Graduate Professional,"2,88,20,830",Dr.M.A.S. Subramanian,Makkal Needhi Maiam
1087,0,0,TIRUVALLUR,Graduate Professional,"12,49,867",Dr.P.Venugopal,AIADMK
1088,0,1,HATKANANGLE,Doctorate,"95,000",Dr.Prashant Dnyaneshwar Gangavane,Bahujan Republican Socialist Party
1089,0,0,ARAKKONAM,Doctorate,0,Dr.T.M.S. Sadhu Muthu Kirshan Erjendran,IND
1090,0,1,RAVER,Post Graduate,"45,08,413",Dr.Ulhas Vasudeo Patil,INC
1091,0,1,PARBHANI,Doctorate,"30,27,384",Dr.Vaijnath Sitaram Phad,BSP
1092,0,0,OSMANABAD,Graduate,0,Dr.Vasant Raghunath Munde,IND
1093,0,0,BELGAUM,Graduate Professional,"22,52,14,094",Dr.Virupakshappa Sadhunavar,INC
1094,0,0,ALMORA,Post Graduate,0,Dropadi Verma,Uttarakhand Kranti Dal (Democratic)
1095,0,0,BILASPUR,Literate,0,Dujram Sahu,IND
1096,0,1,KATIHAR,Graduate,"31,30,766",Dulal Chandra Goswami,JD(U)
1097,0,0,KOLHAPUR,Post Graduate,"2,50,000",Dundappa Kundappa Shrikant Sir,BSP
1098,0,2,DHARWAD,Graduate Professional,"4,00,000",Dundasi Abdulrahiman Mahammad Hanif,IND
1099,0,0,KHAMMAM,Doctorate,0,Dunuku Veladri,IND
1100,0,0,TIRUCHIRAPPALLI,Post Graduate,"5,00,000",Durai Benjamin,IND
1101,0,0,DHARMAPURI,12th Pass,"20,00,000",Durai.S,IND
1102,0,0,KEONJHAR,10th Pass,"80,000",Durga Chandra Pingua,BSP
1103,0,0,PEDDAPALLE,Graduate Professional,0,Durgam. Rajanna,IND
1104,0,0,NARASARAOPET,Illiterate,"70,000",Durgampudi Rami Reddy,IND
1105,0,0,KANKER,Post Graduate,"5,00,000",Durgaprasad Thakur,Ambedkarite Party of India
1106,0,0,VISAKHAPATNAM,Post Graduate,"4,97,400",Durgaprasad. Guntu,IND
1107,0,1,KARIMNAGAR,Post Graduate,"9,50,000",Durvasa Reddy Pakala,IND
1108,0,0,PONNANI,10th Pass,0,E T Mohammed Basheer,IUML
1109,0,0,VELLORE,Graduate Professional,0,E. Karunanithi,BSP
1110,0,0,CHENNAI SOUTH,10th Pass,0,E.Dhanasekaran,IND
1111,0,0,CHENNAI SOUTH,Doctorate,"1,80,87,123",E.Subaya,IND
1112,0,0,TIRUCHIRAPPALLI,8th Pass,0,Easudoss. S,Indian Christian Front
1113,0,0,KARUR,Post Graduate,"1,85,000",Ebeneezer S,IND
1114,0,0,NIZAMABAD,10th Pass,"1,50,000",Edamala Ravinder Reddy,IND
1115,0,0,VIRUDHUNAGAR,5th Pass,0,"Elango, S.",IND
1116,0,0,KANCHEEPURAM,10th Pass,0,Elangovan M,IND
1117,0,10,THENI,Graduate,"74,50,651","Elangovan, E.V.K.S.",INC
1118,0,0,CHIDAMBARAM,Doctorate,"58,00,000",Elavarasan A,IND
1119,0,0,NIZAMABAD,10th Pass,"40,000",Eleti Laxmareddy,IND
1120,0,0,NANDYAL,Graduate,"20,000",Elluri Bhupal,IND
1121,0,0,ARANI,8th Pass,0,Elumalai K,IND
1122,0,0,ARANI,8th Pass,0,Elumalai S,IND
1123,0,0,ARANI,Graduate Professional,"18,84,554",Elumalai V,AIADMK
1124,0,1,SOUTH GOA,Graduate Professional,0,Elvis Gomes,AAP
1125,0,0,BARAMULLA,Others,"60,00,000",Engineer Rashid,IND
1126,0,0,NIZAMABAD,Illiterate,"1,00,000",Enugu Mallesh	,IND
1127,0,0,JAMMU,Others,0,Er. Ghulam Mustafa Chowdhary,IND
1128,0,0,THOOTHUKKUDI,Others,"58,37,372","Er.Pradeep Ganesan, M.P.",IND
1129,0,0,MAHBUBNAGAR,8th Pass,0,Ergamreddy Shivadurgavaraprasad Reddy,Indian Rakshaka Nayakudu Party
1130,0,0,PEDDAPALLE,Post Graduate,0,Erugurala Bhagya Laxmi,Pyramid Party of India
1131,0,0,KANNIYAKUMARI,12th Pass,0,Esakkimuthu. N,IND
1132,0,0,BIDAR,Graduate Professional,"73,32,800",Eshwar,INC
1133,0,0,TIRUNELVELI,Post Graduate,"2,65,000",Essakkiammal E,BSP
1134,0,0,BANGALORE RURAL,Graduate,0,Eswara,IND
1135,0,0,THENI,Others,0,Eswaran,IND
1136,0,14,DINDIGUL,Graduate,0,"Eswaran, R",IND
1137,0,0,NIZAMABAD,10th Pass,"1,50,000",Ettedi Saireddy,IND
1138,0,0,SECUNDERABAD,12th Pass,"86,600",Farah Naaz Khan,IND
1139,0,0,DURG,Graduate Professional,0,Farid Mohammad Quraishi,Gondvana Gantantra Party
1140,0,1,SRINAGAR,Graduate Professional,0,Farooq Abdullah,Jammu & Kashmir National Conference
1141,0,0,AHMEDNAGAR,8th Pass,"5,60,000",Farukh Ismail Shaikh,Bharatiya Praja Surajya Paksha
1142,0,0,JALNA,10th Pass,0,Feroz Ali,Bahujan Mukti Party
1143,0,0,PILIBHIT,Post Graduate,"2,89,52,800",Feroze Varun Gandhi,BJP
1144,0,0,UDHAMPUR,12th Pass,0,Firdous Ahmed Bawani,IND
1145,0,0,SAMBHAL,Literate,0,Firoz Khan,IND
1146,0,0,BANGALORE CENTRAL,Graduate Professional,"4,50,000",Francis Binny Jose,IND
1147,0,0,CHALAKUDY,12th Pass,"1,03,000",Fredy Jackson Pereira,IND
1148,0,2,AURANGABAD,12th Pass,"6,80,000",Fulare Suresh Asaram,IND
1149,0,0,MALDAHA DAKSHIN,10th Pass,0,Fulchand Mandal,BSP
1150,0,0,HARIDWAR,Post Graduate,"2,39,092",Furkan Ali,Pragatishil Samajwadi Party (Lohia)
1151,0,1,SECUNDERABAD,Graduate Professional,"20,00,000",G . Laxminarsimha Rao,Telangana Prajala Party
1152,0,0,COIMBATORE,5th Pass,0,G Kanagasabapathy,IND
1153,0,0,DAVANAGERE,10th Pass,"1,46,70,809",G M Siddeshwar,BJP
1154,0,0,TUMKUR,10th Pass,0,G Nagendra,IND
1155,0,0,TUMKUR,Graduate Professional,"11,38,44,867",G S Basavaraj,BJP
1156,0,0,NARSAPURAM,10th Pass,0,G S Raju,SP
1157,0,0,KURNOOL,10th Pass,0,G Sanjeeva Kumar,Samajwadi Forward Bloc
1158,0,0,BANGALORE SOUTH,10th Pass,"5,000",G Venkatesh Bhovi,IND
1159,0,0,KOLAR,Graduate,0,G. Chikkanarayana,Republican Sena
1160,0,0,RAMANATHAPURAM,Post Graduate,"41,00,000",G. Kesav Yadav,Purvanchal Janta Party (Secular)
1161,0,0,ANANTAPUR,Graduate,0,G. Lalitha,SUCI(C)
1162,0,0,MANDYA,Not Given,0,G. Manjunath,IND
1163,0,0,ARAKKONAM,8th Pass,0,G. Moorthy,IND
1164,0,0,CHEVELLA,Post Graduate,0,G. Ravi Kumar Yadav,IND
1165,0,0,CHENNAI NORTH,Post Graduate,0,G. Srinivasan,IND
1166,0,0,GULBARGA,10th Pass,0,G. Timmaraju,IND
1167,0,0,TIRUVALLUR,Post Graduate,0,G.Arulraj,IND
1168,0,0,CHAMARAJANAGAR,10th Pass,0,G.D. Rajagopal,IND
1169,0,0,CHENNAI SOUTH,Post Graduate,"95,00,000",G.Devashagayam,IND
1170,0,0,CHENNAI SOUTH,Graduate Professional,0,G.Dhanasekaran,IND
1171,0,0,TIRUVALLUR,Graduate,0,G.George,IND
1172,0,1,MYSORE,Graduate,0,G.M. Mahadeva,IND
1173,0,0,THOOTHUKKUDI,12th Pass,"10,21,600",Gabriel James Fernando,Peoples Party of India(secular)
1174,0,0,NARASARAOPET,Graduate,0,Gaddala Venu,IND
1175,0,0,PEDDAPALLE,8th Pass,"4,50,000",Gaddala Vinay Kumar,IND
1176,0,0,NIZAMABAD,Illiterate,"1,00,000",Gaddam Gangareddy,IND
1177,0,0,NIZAMABAD,Graduate Professional,"2,00,000",Gaddam Mohan,IND
1178,0,0,NIZAMABAD,Graduate,"1,70,000",Gaddam Purushotham,IND
1179,0,0,NIZAMABAD,Illiterate,0,Gaddam Rajendharreddy,IND
1180,0,0,NIZAMABAD,Illiterate,0,Gaddam Rajeshwar,IND
1181,0,0,NIZAMABAD,8th Pass,0,Gaddam Suman,IND
1182,0,0,NAGARKURNOOL,Post Graduate,"44,000",Gaddam Vijay Kumar,Bahujan Mukti Party
1183,0,0,BAPATLA,Graduate,"1,00,000",Gadde Haribabu,Navodayam Party
1184,0,0,BAGALKOT,Graduate Professional,"79,87,991",Gaddigoudar Parvatagouda Chandanagouda,BJP
1185,0,0,AMRAVATI,12th Pass,"3,15,000",Gade Vinod Milind,Ambedkarist Republican Party
1186,0,0,NIZAMABAD,10th Pass,0,Gadepalli Prthviraj,IND
1187,0,0,NIZAMABAD,5th Pass,"4,20,000",Gadepally Ramesh,IND
1188,0,0,WARDHA,10th Pass,"4,50,000",Gadhave Pravin Rameshwarrao,Ambedkarist Republican Party
1189,0,0,NIZAMABAD,5th Pass,"1,40,000",Gadkole Chinna Gangareddy,IND
1190,0,0,NIZAMABAD,Illiterate,"1,99,000",Gadkolu Ramesh,IND
1191,0,0,MEDAK,5th Pass,"30,000",Gajabinkar Bansilal	,IND
1192,0,0,BELGAUM,12th Pass,0,Gajanan Amrut Thokanekar,IND
1193,0,3,HINGOLI,10th Pass,"83,321",Gajanan Haribhau Bhalerao,IND
1194,0,0,AKOLA,12th Pass,0,Gajanan Onkar Harne,IND
1195,0,0,BULDHANA,10th Pass,"1,13,902",Gajanan Uttam Shantabai,IND
1196,0,2,BHANDARA GONDIYA,Graduate,0,Gajbhiye Pramod Hiraman,IND
1197,0,0,RAIGAD,12th Pass,"1,00,000",Gajendra Parshuram Turbadkar,Kranti Kari Jai Hind Sena
1198,0,0,NIZAMABAD,Illiterate,0,Gajjala Sai Prasad,IND
1199,0,0,BEED,5th Pass,0,Galebkhan Jabbarkhan Pathan,IND
1200,0,0,BARDOLI,8th Pass,"62,300",Gamit Kaushikbhai Virendrabhai,Sardar Vallabhbhai Patel Party
1201,0,0,BARDOLI,Graduate Professional,0,Gamit Mohanbhai Babubhai,Bahujan Republican Socialist Party
1202,0,0,BARDOLI,10th Pass,0,Gamit Sureshbhai Babubhai,Svatantra Bharat Satyagrah Party
1203,0,0,VISAKHAPATNAM,Graduate,0,Gampala Somasundaram,IND
1204,0,0,VILUPPURAM,8th Pass,"21,50,000",Ganapathy N,IND
1205,0,0,MANGALDOI,12th Pass,0,Gandheswar Mochahari,Voters Party International
1206,0,0,MACHILIPATNAM,10th Pass,"7,00,000",Gandhi Dhanekula	,IND
1207,0,0,VIJAYAWADA,10th Pass,"8,00,000",Gandhi Dhanekula,IND
1208,0,0,ERODE,8th Pass,0,Ganesamoorthy M,IND
1209,0,1,THOOTHUKKUDI,12th Pass,0,"Ganesan, M.",IND
1210,0,0,TIRUCHIRAPPALLI,Graduate,0,Ganesan. P,Tamil Nadu Ilangyar Katchi
1211,0,0,CHITRADURGA,Illiterate,0,Ganesh,IND
1212,0,1,BELGAUM,Others,"1,16,326",Ganesh Daddikar,IND
1213,0,0,KALLAKURICHI,12th Pass,0,Ganesh H,Makkal Needhi Maiam
1214,0,0,WARDHA,12th Pass,0,Ganesh Kisanrao Lade,Ambedkarite Party of India
1215,0,0,BEED,Post Graduate,0,Ganesh Navnathrao Karande,Maharashtra Kranti Sena
1216,0,1,JALNA,8th Pass,"1,60,000",Ganesh Shankar Chandode,Akhil Bharatiya Sena
1217,0,0,TIRUCHIRAPPALLI,5th Pass,0,Ganesh. R,IND
1218,0,0,DAVANAGERE,Others,0,Ganesha B A,Uttama Prajaakeeya Party
1219,0,0,POLLACHI,10th Pass,0,Ganesha Moorthy A,BSP
1220,0,0,ERODE,Graduate,"20,60,000",Ganeshamurthi A,DMK
1221,0,0,ERODE,10th Pass,0,Ganeshamurthy A C,IND
1222,0,1,VIRUDHUNAGAR,5th Pass,0,"Ganeshkumar, S.",IND
1223,0,0,KATIHAR,10th Pass,0,Ganga Kebat,Rashtriya Jansambhavna Party
1224,0,1,JHANJHARPUR,8th Pass,0,Ganga Prasad Yadav,Peoples Party of India (Democratic)
1225,0,0,NIZAMABAD,Graduate,"40,000",Ganga Reddy Kallem,IND
1226,0,0,NIZAMABAD,5th Pass,0,Ganga Reddy Peesu Peesu,IND
1227,0,0,NIZAMABAD,5th Pass,"3,40,000",Gangadhar Andheti,IND
1228,0,0,NIZAMABAD,12th Pass,"8,67,000",Gangadhar Baddam,IND
1229,0,0,DHARWAD,Graduate Professional,0,Gangadhar Badiger,SUCI(C)
1230,0,0,NIZAMABAD,Illiterate,0,Ganganna Chilkuri,IND
1231,0,0,SECUNDERABAD,Others,"45,00,000",Gangapuram Kishan Reddy,BJP
1232,0,0,KARIMNAGAR,10th Pass,0,Gangarapu Thirupathi,IND
1233,0,0,NIZAMABAD,Illiterate,"1,24,976",Gangareddy Mailaram,IND
1234,0,0,NIZAMABAD,Illiterate,0,Gangareddy Musku,IND
1235,0,0,NIZAMABAD,5th Pass,"1,50,000",Gangareddy Rikkala,IND
1236,0,0,NIZAMABAD,Illiterate,0,Gangareddy Thorthi,IND
1237,0,0,NARSAPURAM,Graduate,0,Ganji Purnima,RPI(A)
1238,0,0,VISAKHAPATNAM,Graduate,0,Gannu Mallayya,IND
1239,0,2,JHANJHARPUR,10th Pass,"3,50,000",Ganpati Jha,IND
1240,0,0,ADILABAD,Post Graduate,0,Ganta Pentanna,IND
1241,0,0,AMALAPURAM,Graduate Professional,"15,37,488",Ganti Harish Madhur,TDP
1242,0,0,VALSAD,Graduate,0,Ganvit Jayendrabhai Laxmanbhai,IND
1243,0,0,UDHAMPUR,10th Pass,"25,000",Garib Singh,IND
1244,0,0,NALGONDA,12th Pass,"2,17,81,741",Garlapati Jithendra Kumar,BJP
1245,0,0,VALSAD,Graduate,0,Gaurangbhai Rameshbhai Patel,IND
1246,0,0,RAVER,10th Pass,0,Gaurav Damodar Surwade,IND
1247,0,0,KALIABOR,Post Graduate,"12,50,000",Gaurav Gogoi,INC
1248,0,0,CHANDRAPUR,Graduate,"2,02,010",Gautam Ganpat Nagrale,Bahujan Mukti Party
1249,0,0,RAMTEK,5th Pass,"1,00,000",Gautam Shriram Wasnik,IND
1250,0,0,TEHRI GARHWAL,8th Pass,0,Gautam Singh Bisht,Sarv Vikas Party
1251,0,0,SURAT,10th Pass,"6,32,760",Gautamraj G. Hindustani,Yuva Sarkar
1252,0,1,KALLAKURICHI,Post Graduate,"8,11,31,909",Gautham Sigamani Pon,DMK
1253,0,1,RAJAHMUNDRY,Post Graduate,"7,60,000",Geddam David Nelson Babu,Ambedkarite Party of India
1254,0,6,AHMEDABAD EAST,10th Pass,"31,21,888",Geetaben Patel,INC
1255,0,0,DURG,Post Graduate,"29,00,000",Geetanjali Singh,BSP
1256,0,0,BAPATLA,Graduate Professional,"4,65,000",Gella Nagamalli,IND
1257,0,0,VISAKHAPATNAM,Graduate Professional,"5,00,000",George Bangari,Viduthalai Chiruthaigal Katchi
1258,0,41,SUNDARGARH,12th Pass,0,George Tirkey,INC
1259,0,0,ALIPURDUARS,Graduate,"3,61,000",Gergory Trikey,IND
1260,0,0,THOOTHUKKUDI,Post Graduate,0,"Germanus, S.",Christian Democratic Front
1261,0,3,RAIGAD,10th Pass,"35,50,000",Ghag Sanjay Arjun,IND
1262,0,0,KANKER,12th Pass,"8,90,000",Ghanshyam Jurri,Gondvana Gantantra Party
1263,0,0,ANANTAPUR,Post Graduate,0,Giddama Ranganayakulu,Vishwa Jana Party
1264,0,0,GAYA,12th Pass,0,Giridhar Sapera,Bharatiya Rashtriya Morcha
1265,0,1,BANKA,Post Graduate,"4,05,701",Giridhari Yadav,JD(U)
1266,0,1,PUNE,Graduate,"17,93,891",Girish Bhalchandra Bapat,BJP
1267,0,1,NAGINA,12th Pass,"90,62,600",Girish Chandra,BSP
1268,0,0,NORTH GOA,Post Graduate,"17,58,927",Girish Raya Chodankar,INC
1269,0,0,TIRUVANNAMALAI,10th Pass,"17,22,96,311",Gnanasekar A,IND
1270,0,4,TIRUNELVELI,10th Pass,"4,61,49,049",Gnanathiraviam S,DMK
1271,0,2,COOCH BEHAR,Post Graduate,"4,00,000",Gobinda Chandra Roy,AIFB
1272,0,0,BHONGIR,8th Pass,"72,65,216",Goda Sriramulu,CPI
1273,0,0,ADILABAD,Post Graduate,"8,47,000",Godam Nagesh,TRS
1274,0,0,ARAKU,Graduate Professional,0,Goddeti Madhavi,YSRCP
1275,0,0,PEDDAPALLE,10th Pass,0,Godisella Nagamani,IND
1276,0,0,KAKINADA,Graduate,0,Godugu Satyanarayana,CPI(ML)(L)
1277,0,0,SRIPERUMBUDUR,Graduate Professional,"4,60,000",Godwin Shadrach S R,Tamizhaga Murpokku Makkal Katchi
1278,0,0,HINDUPUR,Graduate,"16,710",Gogula Pulakunta Jayanth,IND
1279,0,0,VADODARA,12th Pass,"14,00,000",Gohil Rinku,Yuva Jan Jagriti Party
1280,0,0,KHAMMAM,5th Pass,"45,000",Gokinapalli Venkateswarlu,IND
1281,0,0,BAPATLA,Post Graduate,0,Golla Baburao,IND
1282,0,5,MACHILIPATNAM,Others,"1,14,00,000",Gollu Krishna,INC
1283,0,5,SURENDRANAGAR,Illiterate,"2,50,000",Goltar Bhagvanbhai Maiyabhai,IND
1284,0,4,IDUKKI,8th Pass,"90,000",Gomathy,IND
1285,0,0,RAIGARH,12th Pass,0,Gomati,BJP
1286,0,4,KADAPA,Graduate,"92,06,703",Gona Purushottam Reddy,IND
1287,0,0,THIRUVANANTHAPURAM,10th Pass,"10,500",Gopakumar,IND
1288,0,0,BELGAUM,10th Pass,"2,50,000",Gopal Balavantrao Desai,IND
1289,0,0,ERODE,8th Pass,"2,10,000",Gopal M,BSP
1290,0,0,TEHRI GARHWAL,Post Graduate,0,Gopal Mani,IND
1291,0,1,MADURAI,10th Pass,"11,88,000",Gopalakrishnan M,IND
1292,0,0,MADURAI,10th Pass,"9,35,427",Gopalakrishnan S,IND
1293,0,0,TIRUCHIRAPPALLI,Post Graduate,0,Gopalakrishnan. V,IND
1294,0,0,NAGPUR,12th Pass,0,Gopalkumar Ganeshu Kashyap,Chhattisgarh Swabhiman Manch
1295,0,5,SANGLI,12th Pass,"42,000",Gopichand Kundlik Padalkar,Vanchit Bahujan Aaghadi
1296,0,0,KHAMMAM,Others,0,Gopoju Ramesh Babu,Telangana Communist Party of India
1297,0,1,OSMANABAD,Others,"44,00,000",Gore Netaji Nagnathrao,IND
1298,0,0,AMRELI,8th Pass,0,Gosai Rasikpragat Samjupragat,IND
1299,0,0,NIZAMABAD,10th Pass,0,Goskula Mahesh Babu,IND
1300,0,0,NARSAPURAM,Post Graduate,0,Gottumukkala Shivaji,IND
1301,0,0,ANDAMAN AND NICOBAR ISLANDS,Graduate,0,Gour Chandra Majumder,IND
1302,0,1,PARBHANI,8th Pass,0,Govind Ramrao Deshmukh,IND
1303,0,0,VIZIANAGARAM,Doctorate,0,Govinda Rao Lagudu,Jana Jagruti Party
1304,0,0,KASARAGOD,Literate,0,Govindan B Alinthazhe,IND
1305,0,0,VIRUDHUNAGAR,8th Pass,0,"Govindan, A.",IND
1306,0,0,KALLAKURICHI,8th Pass,"2,45,500",Govindasamy A,IND
1307,0,0,NAVSARI,5th Pass,"2,30,000",Govindbhai Laxmanbhai Rathod,IND
1308,0,0,CHENNAI CENTRAL,Graduate Professional,"53,00,000",Govindraj L,IND
1309,0,1,SHIMOGA,5th Pass,"1,50,000",Guddappa,BSP
1310,0,0,MACHILIPATNAM,Graduate,"1,05,00,000",Gudivaka Ramanjaneyulu	,BJP
1311,0,0,MACHILIPATNAM,12th Pass,"18,30,000",Gudivaka Venkata Naga Basava Rao,IND
1312,0,1,KHAMMAM,Post Graduate,"3,97,000",Gugulothu Ramesh,IND
1313,0,0,JANJGIR CHAMPA,Graduate Professional,0,Guharam Ajgalle,BJP
1314,0,1,KADAPA,Post Graduate,"1,00,000",Gujjula Eswaraiah,CPI
1315,0,0,NIZAMABAD,8th Pass,"11,00,000",Gujjula Ramesh,IND
1316,0,2,JHANJHARPUR,Literate,"1,67,77,175",Gulab Yadav,RJD
1317,0,2,JALGAON,10th Pass,"85,52,661",Gulabrao Baburao Deokar,NCP
1318,0,0,SURGUJA,12th Pass,0,Guman Singh Poya,Ambedkarite Party of India
1319,0,0,NIZAMABAD,Illiterate,0,Gummerla Vijay,IND
1320,0,1,CHENNAI CENTRAL,10th Pass,0,Gunasekar N,IND
1321,0,0,THENI,10th Pass,0,Gunasingh,IND
1322,0,2,AMRAVATI,Others,"7,91,39,288",Gunavant Deopare,Vanchit Bahujan Aaghadi
1323,0,0,KADAPA,12th Pass,"11,30,000",Gundlakunta Sreeramulu,INC
1324,0,0,NIZAMABAD,10th Pass,0,Guradi Srinivas,IND
1325,0,0,CHEVELLA,12th Pass,0,Gurram Papi Reddy,Ambedkar National Congress
1326,0,0,JAMMU,12th Pass,"35,30,000",Gursagar Singh,Navarang Congress Party
1327,0,0,DURG,Post Graduate,0,Guru Dada Lokesh,IND
1328,0,0,THOOTHUKKUDI,8th Pass,0,"Guru, K.",IND
1329,0,0,BIJAPUR,12th Pass,"92,000",Gurubasava. P . Rabakavi,Uttama Prajaakeeya Party
1330,0,0,NARSAPURAM,5th Pass,0,Gurugubilli Rambabu,Marxist Communist Party of India (United)
1331,0,0,MANDYA,10th Pass,0,Gurulingaiah,Indian New Congress Party
1332,0,0,ELURU,Graduate,"24,02,881",Gurunadha Rao Jetti,INC
1333,0,1,CHIDAMBARAM,Graduate,"4,50,200",Gurusamy P,IND
1334,0,0,NAGAPATTINAM,Graduate Professional,"97,731",Guruviah K,Makkal Needhi Maiam
1335,0,0,DAVANAGERE,10th Pass,"14,12,482",H B Manjappa,INC
1336,0,0,DAVANAGERE,Literate,0,H Eshwarappa,IND
1337,0,0,HASSAN,12th Pass,"2,60,75,626",H M Chandregowda,Uttama Prajaakeeya Party
1338,0,0,TUMKUR,Others,"97,98,283",H. D. Devegowda,JD(S)
1339,0,0,DAKSHINA KANNADA,5th Pass,0,H. Suresh Poojary,IND
1340,0,0,MANDYA,Literate,0,H.Narayana,IND
1341,0,3,SIVAGANGA,Graduate Professional,"59,10,000",H.Raja,BJP
1342,0,0,BANGALORE RURAL,10th Pass,"12,50,000",H.T. Chikkaraju,IND
1343,0,0,MAYILADUTHURAI,10th Pass,0,Habeeb Mohamed. U,All Pensioner’s Party
1344,0,0,AURANGABAD,10th Pass,"6,000",Habib Gayas Shaikh,Ambedkar National Congress
1345,0,0,BILASPUR,10th Pass,0,Hairschandra Teli (Sahu),IND
1346,0,0,BARAMULLA,8th Pass,0,Haji Farooq Ahmad Mir,INC
1347,0,0,SAHARANPUR,Graduate,"60,000",Haji Fazlur Rehman,BSP
1348,0,6,MEERUT,8th Pass,0,Haji Mohammad Yaqoob,BSP
1349,0,0,DADRA AND NAGAR HAVELI,12th Pass,0,Halpati Rajeshbhai Bhanabhai,Navsarjan Bharat Party
1350,0,0,ANANTAPUR,Post Graduate,"17,00,000",Hamsa Devineni,BJP
1351,0,0,RAMPUR,10th Pass,0,Haneef Khan,IND
1352,0,0,OUTER MANIPUR,Post Graduate,"15,16,567",Hangkhanpau Taithul,JD(U)
1353,0,0,SURENDRANAGAR,5th Pass,0,Hanifbhai Kayabhai Katiya,IND
1354,0,0,NIZAMABAD,Illiterate,0,Hanmandlu Puppala,IND
1355,0,0,HAVERI,12th Pass,"55,000",Hanumanthappa D Kabbar,IND
1356,0,0,CHAMARAJANAGAR,Post Graduate,"98,000",Hanur Nagaraju,Uttama Prajaakeeya Party
1357,0,1,JALPAIGURI,Doctorate,"17,47,681",Harekrishna Sarkar,IND
1358,0,1,COOCH BEHAR,Doctorate,"17,47,681",Harekrishna Sarkar,IND
1359,0,1,MEERUT,Graduate,"36,86,064",Harendra Agarwal,INC
1360,0,0,KAIRANA,Graduate,"50,82,884",Harendra Singh Malik,INC
1361,0,0,JUNAGADH,Graduate,0,Haresh Manubhai Sardhara,IND
1362,0,2,BHAVNAGAR,Literate,"37,00,000",Hareshbhai Babubhai Vegad,IND
1363,0,0,BADAUN,12th Pass,"3,00,000",Hari Singh,IND
1364,0,3,JALPAIGURI,10th Pass,0,Haribhakta Sardar,SUCI(C)
1365,0,0,GADCHIROLI CHIMUR,12th Pass,0,Harichandra Nagoji Mangam,BSP
1366,0,0,KARUR,Graduate Professional,"30,61,250",Hariharan Dr R,Makkal Needhi Maiam
1367,0,0,SALEM,Graduate Professional,"25,000",Hariharan.K,IND
1368,0,0,ETAH,12th Pass,"31,08,762",Hariom,IND
1369,0,0,MAINPURI,Post Graduate,0,Hariram Shakya,Voters Party International
1370,0,0,DAVANAGERE,12th Pass,0,Harish Halli,IND
1371,0,0,KAIRANA,8th Pass,0,Harish Kumar,IND
1372,0,0,BILASPUR,Graduate Professional,0,Harish Kumar Mandwa,IND
1373,0,1,NAINITAL-UDHAMSINGH NAGAR,Graduate Professional,"1,07,12,888",Harish Rawat,INC
1374,0,0,PARBHANI,Graduate,"10,00,000",Harishchandra Dattu Patil,Sangharsh Sena
1375,0,0,KANKER,10th Pass,"1,00,000",Harisingh Sidar,IND
1376,0,3,DARJEELING,Doctorate,0,Harka Bahadur Chhetri,All India Jana Andolan Party
1377,0,3,UDHAMPUR,Post Graduate,"25,00,000",Harsh Dev Singh,Jammu & Kashmir National Panthers Party
1378,0,0,AHMEDABAD WEST,10th Pass,0,Harshadkumar Laxmanbhai Solanki,Right to Recall Party
1379,0,2,AURANGABAD,Graduate,"1,10,17,453",Harshwardhandada Raibhanji Jadhav,IND
1380,0,0,HATHRAS,8th Pass,0,Harswaroop,IND
1381,0,0,SAMBHAL,Graduate,0,Hasan Raza,Rashtriya Ulama Council
1382,0,0,KISHANGANJ,5th Pass,0,Haserul,IND
1383,0,0,DHARWAD,Illiterate,0,Hashinabanu Tapalvale,IND
1384,0,1,MALDAHA DAKSHIN,Post Graduate,0,Hasim Akhtar,IND
